state,district,block,panchayat,village,village_id,year,week,demand,date
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,30,110.0,2024-07-22
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,31,93.0,2024-07-29
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,32,106.0,2024-08-05
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,33,91.0,2024-08-12
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,34,80.0,2024-08-19
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,35,88.0,2024-08-26
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,36,81.0,2024-09-02
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,37,90.0,2024-09-09
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,38,79.0,2024-09-16
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,39,80.0,2024-09-23
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,40,70.0,2024-09-30
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,41,80.0,2024-10-07
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,42,67.0,2024-10-14
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,43,74.0,2024-10-21
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,44,91.0,2024-10-28
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,45,93.0,2024-11-04
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,46,89.0,2024-11-11
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,47,85.0,2024-11-18
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,48,94.0,2024-11-25
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,49,97.0,2024-12-02
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,50,93.0,2024-12-09
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,51,113.0,2024-12-16
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,52,112.0,2024-12-23
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,1,109.0,2024-12-30
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,2,113.0,2025-01-06
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,3,118.0,2025-01-13
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,4,106.0,2025-01-20
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,5,121.0,2025-01-27
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,6,121.0,2025-02-03
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,7,122.0,2025-02-10
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,8,129.0,2025-02-17
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,9,144.0,2025-02-24
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,10,139.0,2025-03-03
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,11,132.0,2025-03-10
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,12,140.0,2025-03-17
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,13,147.0,2025-03-24
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,14,144.0,2025-03-31
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,15,138.0,2025-04-07
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,16,132.0,2025-04-14
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,17,140.0,2025-04-21
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,18,137.0,2025-04-28
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,19,139.0,2025-05-05
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,20,135.0,2025-05-12
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,21,135.0,2025-05-19
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,22,122.0,2025-05-26
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,23,131.0,2025-06-02
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,24,121.0,2025-06-09
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,25,130.0,2025-06-16
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,26,109.0,2025-06-23
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,27,121.0,2025-06-30
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,28,108.0,2025-07-07
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,29,99.0,2025-07-14
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,30,97.0,2025-07-21
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,31,95.0,2025-07-28
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,32,97.0,2025-08-04
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,33,95.0,2025-08-11
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,34,86.0,2025-08-18
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,35,87.0,2025-08-25
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,36,100.0,2025-09-01
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,37,96.0,2025-09-08
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,38,86.0,2025-09-15
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,39,83.0,2025-09-22
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,40,83.0,2025-09-29
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,41,87.0,2025-10-06
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,42,77.0,2025-10-13
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,43,83.0,2025-10-20
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,44,75.0,2025-10-27
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,45,90.0,2025-11-03
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,46,94.0,2025-11-10
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,47,89.0,2025-11-17
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,48,105.0,2025-11-24
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,49,98.0,2025-12-01
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,50,91.0,2025-12-08
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,51,105.0,2025-12-15
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2025,52,114.0,2025-12-22
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,1,157.0,2024-01-01
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,2,162.0,2024-01-08
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,3,171.0,2024-01-15
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,4,163.0,2024-01-22
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,5,174.0,2024-01-29
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,6,169.0,2024-02-05
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,7,178.0,2024-02-12
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,8,177.0,2024-02-19
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,9,182.0,2024-02-26
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,10,189.0,2024-03-04
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,11,178.0,2024-03-11
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,12,205.0,2024-03-18
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,13,178.0,2024-03-25
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,14,177.0,2024-04-01
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,15,198.0,2024-04-08
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,16,194.0,2024-04-15
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,17,191.0,2024-04-22
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,18,189.0,2024-04-29
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,19,181.0,2024-05-06
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,20,170.0,2024-05-13
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,21,176.0,2024-05-20
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,22,165.0,2024-05-27
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,23,176.0,2024-06-03
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,24,162.0,2024-06-10
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,25,152.0,2024-06-17
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,26,152.0,2024-06-24
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,27,154.0,2024-07-01
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,28,140.0,2024-07-08
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,29,134.0,2024-07-15
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,30,139.0,2024-07-22
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,31,135.0,2024-07-29
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,32,124.0,2024-08-05
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,33,121.0,2024-08-12
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,34,124.0,2024-08-19
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,35,106.0,2024-08-26
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,36,104.0,2024-09-02
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,37,108.0,2024-09-09
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,38,112.0,2024-09-16
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,39,116.0,2024-09-23
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,40,126.0,2024-09-30
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,41,120.0,2024-10-07
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,42,112.0,2024-10-14
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,43,115.0,2024-10-21
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,44,108.0,2024-10-28
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,45,119.0,2024-11-04
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,46,119.0,2024-11-11
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,47,128.0,2024-11-18
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,48,121.0,2024-11-25
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,49,137.0,2024-12-02
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,50,150.0,2024-12-09
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,51,140.0,2024-12-16
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2024,52,149.0,2024-12-23
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,1,156.0,2024-12-30
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,2,151.0,2025-01-06
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,3,161.0,2025-01-13
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,4,163.0,2025-01-20
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,5,168.0,2025-01-27
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,6,164.0,2025-02-03
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,7,175.0,2025-02-10
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,8,183.0,2025-02-17
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,9,194.0,2025-02-24
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,10,192.0,2025-03-03
Tamil Nadu,Salem,Attur,Periyakottai Gp,Periyakottai,Tamil Nadu|Salem|Attur|Periyakottai,2025,11,204.0,2025-03-10
